"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
92,"Safety of and Immune Response to Recombinant Live-Attenuated Influenza H6N1 Virus Vaccine Vaccine","Completed","No Results Available","Influenza|Virus Diseases","Biological: H6N1 Teal HK 97/AA ca recombinant vaccine","Johns Hopkins Bayview Medical Center, CIR Unit at the Mason F Lord Building, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00734175"
93,"Control of Epidemic Influenza Through a School-based Influenza Vaccination Program","Completed","Has Results","Influenza","Biological: live attenuated and inactivated influenza vaccines","Scott & White Hospital and Clinic, Temple, Texas, United States|Scott & White Hospital and Clinic, Waco, Texas, United States","https://ClinicalTrials.gov/show/NCT00138294"
94,"Safety and Immunogenicity Study of Adenovirus-vectored, Intranasal Pandemic Influenza Vaccine.","Completed","No Results Available","Influenza A Subtype H5N1 Infection","Biological: Pandemic Influenza Vaccine|Biological: Placebo","Alabama Vaccine Research Center (UAB), Birmingham, Alabama, United States","https://ClinicalTrials.gov/show/NCT00755703"
95,"Safety of Lactobacillus Rhamnosus GG Versus Placebo in Elderly Subjects Receiving Live Attenuated Influenza Vaccine","Completed","No Results Available","Healthy|Influenza","Biological: Lactobacillus rhamnosus GG ATCC 53103 (LGG)|Biological: Placebo|Biological: Live attenuated influenza vaccine","Massachusetts General Hospital, Boston, Massachusetts, United States","https://ClinicalTrials.gov/show/NCT01545349"
96,"Study to Determine a Preference for Fluzone Vaccine Given Intradermally (ID) and Intramuscularly (IM) in Healthy Adults","Completed","Has Results","Influenza","Biological: Fluzone: Influenza virus vaccine","Grove City, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00623181"
97,"H9 Priming Study in Healthy Adults","Completed","No Results Available","Influenza","Biological: Subvirion inactivated influenza A/H9N2 (G9 variant) vaccine","Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00617331"
98,"Study to Assess Safety of an Inactivated H5N1 Influenza Vaccine Administered in GelVac Nasal Powder to Healthy Young Adults","Completed","No Results Available","Phase 1 Safety Study of GelVac Nasal Powder H5N1 Influenza Vaccine","Drug: GelVac™ nasal powder H5N1 influenza vaccine.|Drug: Placebo","Florida Research Network, LLC, Gainesville, Florida, United States","https://ClinicalTrials.gov/show/NCT01258062"
99,"H5N1 Vaccine Intramuscular Versus Intradermal in Healthy Adults","Completed","No Results Available","Influenza","Biological: Inactivated Influenza A Vaccine A/H5N1","Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00310206"
100,"Trial to Collect Safety Data and Sera for Immunogenicity Testing","Completed","Has Results","Influenza","Biological: Influenza Virus Vaccine (Fluzone®)","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00389857"
101,"Safety and Efficacy Study of Fluzone® Vaccine Combined With Different Doses of JVRS-100 Adjuvant","Completed","No Results Available","Influenza","Biological: Fluzone vaccine with JVRS-100 adjuvant|Biological: Fluzone vaccine","Miami Research Associates, Miami, Florida, United States|Johnson County Clin-Trials, Lenexa, Kansas, United States","https://ClinicalTrials.gov/show/NCT00662272"
102,"Infectivity, Replication & Immunogenicity of Live nH1N1 Vaccine","Completed","Has Results","Influenza","Biological: A/California/07/09 live monovalent H1N1 vaccine","Vaccine Research Unit Room 3-5000, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT01023776"
103,"Trial to Investigate Immune Responses Elicited by a Liquid Formulation of Influenza Virus Vaccine (CAIV-T) in Healthy Children","Completed","No Results Available","Influenza","Biological: CAIV-T 10^7|Biological: CAIVT 10^5|Biological: Placebo|Biological: TIV","Suncoast Clinical Research, Inc., New Port Richey, Florida, United States|Division of Allergy Immunology and Infectious Disease, Pittsburgh, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00192322"
104,"Trial to Evaluate Safety and Immunogenicity of Trivalent Seasonal Influenza Virus-Like Particle (VLP) Vaccine (Recombinant)","Completed","No Results Available","Seasonal Influenza","Biological: Influenza VLP Vaccine|Biological: Placebo","University Clinical Research, Inc., Pembroke Pines, Florida, United States|SNBL Clinical Pharmacology Center, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00903552"
105,"VRC 309: A Multi-Center, Open-Label, Randomized Phase I Study of an Investigational Influenza DNA Vaccine Followed by 2009/2010 Seasonal Influenza Trivalent Inactivated Vaccine (TIV) Compared to Two Injections of TIV in Adults 45-70 Years","Completed","No Results Available","Influenza, Human","Biological: VRC-FLUDNA056-00VP","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States|Clinical Alliance for Research and Education, Annandale, Virginia, United States","https://ClinicalTrials.gov/show/NCT00995982"
106,"Standard-dose Versus High-dose Flu Vaccine in Solid Organ Transplant.","Completed","No Results Available","Influenza, Human|Transplantation Infection","Biological: influenza trivalent inactive vaccine|Biological: influenza trivalent inactive vaccine high dose","Inova Fairfax Hospital, Falls Church, Virginia, United States","https://ClinicalTrials.gov/show/NCT01808456"
107,"Evaluation of the Safety and Immunogenicity of a Live Attenuated Virus Vaccine for the Prevention of H2N3 Influenza","Completed","No Results Available","Influenza A Virus Infection","Biological: H2N3 MO 2003/AA ca Vaccine","University of Rochester Medical Center, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT01175122"
108,"Open Label Evaluation of H5N1 Vaccine at Vaccine Manufacturing Facilities","Completed","No Results Available","Influenza","Biological: Inactivated Influenza A Vaccine A/H5N1","Sanofi Pasteur, Swiftwater, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00311649"
109,"Group Study of the Safety of and Immune Response to a Single Dose of Bird Flu Vaccine (H7N3) in Healthy Adults","Completed","No Results Available","Influenza|Virus Diseases","Biological: Live Influenza A Vaccine H7N3 (6-2) AA ca Recombinant (A/chicken/British Columbia/CN-6/2004 x A/Ann Arbor/6/60 ca)","University of Rochester Vaccine Evaluation Isolation Unit, St. Mary's Hospital, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT00853255"
110,"Safety and Dose Study of Peramivir for Influenza Treatment","Completed","No Results Available","Influenza","Drug: Peramivir","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00297050"
111,"Study to Investigate the Immune Response to Two Doses of VAX102 Healthy Adults","Completed","No Results Available","Influenza","Biological: VAX102","Universite of Colorado, Denver, Denver, Colorado, United States","https://ClinicalTrials.gov/show/NCT00921206"
112,"Single Group Study of the Safety of and Immune Response to a Bird Flu Vaccine (H7N3) in Healthy Adults","Completed","No Results Available","Influenza|Virus Diseases","Biological: Live Influenza A Vaccine H7N3 (6-2) AA ca Recombinant (A/chicken/British Columbia/CN-6/2004 x A/Ann Arbor/6/60 ca)","Center for Immunization Research Inpatient Unit, Mason F. Lord Building, 4940 Eastern Avenue, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00516035"
113,"Safety of and Immune Response to a Bird Flu Virus Vaccine (H9N2) in Healthy Adults (Study B)","Completed","No Results Available","Influenza|Virus Diseases","Biological: H9N2 (6-2) AA ca Reassortant (A/Chicken/Hong Kong/G9/97 x A/Ann Arbor/6/60 ca)","Center for Immunization Research Inpatient Unit, Mason F. Lord Building, Johns Hopkins Bayview Medical Center, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00380237"
114,"Safety of and Immune Response to a Bird Flu Virus Vaccine (H5N1) in Healthy Adults","Completed","No Results Available","Influenza|Virus Diseases","Biological: H5N1 (6-2) AA ca Recombinant (A/VietNam/1203/2004 x A/AnnArbor/6/60/ca)","Center of Immunization Research (CIR), Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00347672"
115,"Safety of and Immune Response to a Bird Flu Virus Vaccine (H9N2) in Healthy Adults (Study A)","Completed","No Results Available","Influenza|Virus Diseases","Biological: H9N2 (6-2) AA ca Reassortant (A/chicken/Hong Kong/G9/97 x A/Ann Arbor/6/60 ca)","Johns Hopkins School of Public Health, Baltimore, Maryland, United States","https://ClinicalTrials.gov/show/NCT00110279"
116,"Annual Study for Serum Collection for Immunogenicity and Safety Evaluation in Healthy Children Receiving Fluzone®","Completed","Has Results","Influenza|Orthomyxoviridae Infections","Biological: Influenza Virus Vaccine No Preservative: Pediatric Dose","Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00755274"
117,"Study to Evaluate the Effectiveness of FluMist Vaccination in a School-Based Intervention Program","Completed","No Results Available","Influenza","Biological: FluMist","Division of General Pediatrics, University of Maryland School of Medicine, Baltimore, Maryland, United States|Division of Allergy and Infectious Diseases, University of Washington School of Medicine, Seattle, Washington, United States","https://ClinicalTrials.gov/show/NCT00192218"
118,"Testing the AVI-7100 Flu Drug in Healthy Volunteers","Completed","No Results Available","Influenza","Drug: AVI-7100 versus placebo","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT01747148"
119,"VRC 308: An Open-Label Phase I Study of the Safety and Immunogenicity of an Investigational H1 DNA Influenza Vaccine, VRC-FLUDNA057-00-VP, in Healthy Adults 18-70 Years Old","Completed","No Results Available","Influenza A Virus, H1N1 Subtype|Novel Swine-Origin","Biological: VRC-FLUDNA057-00-VP","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT00973895"
120,"Randomized Study of Immune Response to Licensed Influenza Vaccines in Children and Adolescents","Completed","Has Results","Immune Response to Influenza Vaccine|Influenza A Virus Infection|Influenza B Virus Infection","Biological: LAIV|Biological: IIV","Marshfield Clinic - Marshfield Center, Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT02250274"
121,"Evaluation of Alternative Oseltamivir (Tamiflu) Dosing Strategies.","Completed","No Results Available","Influenza","Drug: Oseltamivir|Drug: Probenecid","VA Palo Alto Health Care System, Palo Alto, California, United States","https://ClinicalTrials.gov/show/NCT00304434"
122,"The Influence of Chronic CMV Infection on Influenza Vaccine Responses","Completed","Has Results","Cytomegalovirus Infections|Influenza","Biological: Fluzone® 2012-2013 Formula NDC No 498281-012-50","Stanford University School of Medicine, Stanford, California, United States","https://ClinicalTrials.gov/show/NCT02134184"
123,"Immunogenicity and Safety of Trivalent Recombinant Hemagglutinin Influenza Vaccine in Healthy Adults","Completed","No Results Available","Influenza","Biological: Influenza Vaccine, recombinant Hemagglutinin","Rochester Medical Center, Rochester, New York, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|University of Virginia Health System, Charlottesville, Virginia, United States","https://ClinicalTrials.gov/show/NCT00328107"
124,"Immunogenicity and Safety of FluBlok Trivalent Recombinant Hemagglutinin Influenza Vaccine in Healthy Pediatrics","Completed","No Results Available","Influenza","Biological: Influenza Vaccination","Kentucky pediatric /Adult Research, Bardstown, Kentucky, United States|Saint Louis University, Saint Louis, Missouri, United States|Primary Physicians Research, Pittsburg, Pennsylvania, United States","https://ClinicalTrials.gov/show/NCT00336453"
125,"Phase 1 Placebo-controlled,Dose-escalation Study to Evaluate the Safety and Pharmacokinetics of MEDI8852 in Adults","Completed","No Results Available","Influenza","Drug: MEDI8852|Drug: Placebo","Research Site, Overland Park, Kansas, United States","https://ClinicalTrials.gov/show/NCT02350751"
126,"Safety, Tolerability, and PK of Escalating Doses of Flufirvitide-3 Dry Powder for Inhalation in Healthy Subjects","Completed","No Results Available","Influenza","Drug: Flufirvitide 3|Drug: Placebo for Flufirvitide-3","Spartanburg Medical Research, Spartanburg, South Carolina, United States","https://ClinicalTrials.gov/show/NCT01990846"
127,"Immune Responses to H5N1 Vaccine With and Without AS03 Adjuvant","Completed","Has Results","Influenza","Biological: H5N1 vaccine plus AS03 adjuvant|Biological: H5N1 vaccine without adjuvant","National Institutes of Health Clinical Center, 9000 Rockville Pike, Bethesda, Maryland, United States","https://ClinicalTrials.gov/show/NCT01578317"
128,"Study Comparing High-Dose Flu Vaccine to Standard Vaccine in Cancer Patients Less Than 65 Receiving Chemotherapy","Completed","Has Results","Cancer|Influenza Viral Infections","Biological: Standard Trivalent Influenza Vaccine|Biological: High-Dose Influenza Vaccine","Rochester General Hospital, Rochester, New York, United States|Lipson Cancer Center Linden Oaks Medical Campus, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT01666782"
129,"Evaluating the Safety and Immune Response of an H7N7 Vaccine in Healthy Adults","Completed","No Results Available","Influenza A Subtype H7N7 Infection","Biological: Monovalent Influenza Subvirion Vaccine, H7N7","University of Rochester, Rochester, New York, United States","https://ClinicalTrials.gov/show/NCT01534468"
