"Rank","Title","Status","Study Results","Conditions","Interventions","Locations","URL"
107,"Evaluation of the Safety and Immunogenicity of the Influenza Vaccine GSK2186877A in the Elderly","Completed","Has Results","Influenza","Biological: Influenza vaccine GSK2186877A|Biological: GSK Biologicals' Fluarix™","GSK Investigational Site, Clearwater, Florida, United States|GSK Investigational Site, Coral Gables, Florida, United States|GSK Investigational Site, Milford, Massachusetts, United States|GSK Investigational Site, Chaska, Minnesota, United States|GSK Investigational Site, Somers Point, New Jersey, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Carnegie, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Gent, Belgium|GSK Investigational Site, Messkirch, Baden-Wuerttemberg, Germany|GSK Investigational Site, Augsburg, Bayern, Germany|GSK Investigational Site, Haag, Bayern, Germany|GSK Investigational Site, Hoehenkirchen-Siegertsbrunn, Bayern, Germany|GSK Investigational Site, Langquaid, Bayern, Germany|GSK Investigational Site, Ruedersdorf, Brandenburg, Germany|GSK Investigational Site, Leipzig, Sachsen, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Bekkestua, Norway|GSK Investigational Site, Bergen, Norway|GSK Investigational Site, Elverum, Norway|GSK Investigational Site, Fredrikstad, Norway|GSK Investigational Site, Hamar, Norway|GSK Investigational Site, Haugesund, Norway|GSK Investigational Site, Skien, Norway","https://ClinicalTrials.gov/show/NCT00772889"
108,"Evaluate Safety & Immunogenicity of GSK Bio's Influenza Vaccine GSK576389A After Repeated Vaccination in Elderly Adults","Completed","Has Results","Influenza","Biological: Fluarix|Biological: GSK Biologicals Influenza Vaccine GSK576389A","GSK Investigational Site, Clearwater, Florida, United States|GSK Investigational Site, Coral Gables, Florida, United States|GSK Investigational Site, Milford, Massachusetts, United States|GSK Investigational Site, Chaska, Minnesota, United States|GSK Investigational Site, Somers Point, New Jersey, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Carnegie, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Gent, Belgium|GSK Investigational Site, Messkirch, Baden-Wuerttemberg, Germany|GSK Investigational Site, Augsburg, Bayern, Germany|GSK Investigational Site, Haag, Bayern, Germany|GSK Investigational Site, Hoehenkirchen-Siegertsbrunn, Bayern, Germany|GSK Investigational Site, Langquaid, Bayern, Germany|GSK Investigational Site, Ruedersdorf, Brandenburg, Germany|GSK Investigational Site, Leipzig, Sachsen, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Berlin, Germany|GSK Investigational Site, Bekkestua, Norway|GSK Investigational Site, Bergen, Norway|GSK Investigational Site, Elverum, Norway|GSK Investigational Site, Fredrikstad, Norway|GSK Investigational Site, Hamar, Norway|GSK Investigational Site, Haugesund, Norway|GSK Investigational Site, Skien, Norway","https://ClinicalTrials.gov/show/NCT00529516"
109,"Study Comparing the Immune Response and Safety of Fluarix and Fluzone Influenza Vaccines in Children","Completed","Has Results","Influenza","Biological: Fluarix™|Biological: Fluzone","GSK Investigational Site, Antioch, California, United States|GSK Investigational Site, Fairfield, California, United States|GSK Investigational Site, Fresno, California, United States|GSK Investigational Site, Pleasanton, California, United States|GSK Investigational Site, Redwood City, California, United States|GSK Investigational Site, Richmond, California, United States|GSK Investigational Site, Rolling Hills Estates, California, United States|GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, San Francisco, California, United States|GSK Investigational Site, San Francisco, California, United States|GSK Investigational Site, Santa Clara, California, United States|GSK Investigational Site, Santa Rosa, California, United States|GSK Investigational Site, Vacaville, California, United States|GSK Investigational Site, Vallejo, California, United States|GSK Investigational Site, Walnut Creek, California, United States|GSK Investigational Site, Englewood, Colorado, United States|GSK Investigational Site, Lakewood, Colorado, United States|GSK Investigational Site, Tifton, Georgia, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Lexington, Kentucky, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Omaha, Nebraska, United States|GSK Investigational Site, Whitehouse Station, New Jersey, United States|GSK Investigational Site, Fishkill, New York, United States|GSK Investigational Site, Hopewell Junction, New York, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Rochester, New York, United States|GSK Investigational Site, Cary, North Carolina, United States|GSK Investigational Site, Sylva, North Carolina, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Uniontown, Pennsylvania, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Layton, Utah, United States|GSK Investigational Site, Salt Lake City, Utah, United States|GSK Investigational Site, South Jordan, Utah, United States|GSK Investigational Site, West Jordan, Utah, United States","https://ClinicalTrials.gov/show/NCT00383123"
110,"Study Comparing the Immune Response of Fluarix and Fluzone Influenza Vaccines","Completed","No Results Available","Influenza","Biological: Influenza","GSK Investigational Site, Clearwater, Florida, United States|GSK Investigational Site, Evansville, Indiana, United States|GSK Investigational Site, Baltimore, Maryland, United States|GSK Investigational Site, St. Louis, Missouri, United States|GSK Investigational Site, Buffalo, New York, United States|GSK Investigational Site, Poughkeepsie, New York, United States|GSK Investigational Site, Cincinnati, Ohio, United States|GSK Investigational Site, Carnegie, Pennsylvania, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Warwick, Rhode Island, United States|GSK Investigational Site, Houston, Texas, United States|GSK Investigational Site, Katy, Texas, United States|GSK Investigational Site, Marshfield, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00197288"
111,"Safety and Immunogenicity of H1N1 Vaccine With Trivalent Inactivated Seasonal Influenza Vaccine in Adults","Completed","Has Results","Influenza","Biological: GSK2340274A|Biological: GSK2340273A|Biological: Seasonal trivalent influenza vaccine (TIV)|Biological: Saline placebo","GSK Investigational Site, Stockbridge, Georgia, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Montreal, Quebec, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00985673"
112,"Efficacy Study of Two Influenza Vaccines and Placebo in Healthy Adult Subjects","Completed","Has Results","Influenza","Biological: Cell culture-derived influenza vaccine|Biological: Egg-derived influenza virus vaccine|Biological: Placebo","Site 14, Denver, Colorado, United States|Site 15, Pembroke Pines, Florida, United States|Site 17, South Miami, Florida, United States|Site 13, Lenexa, Kansas, United States|Site 2, Bardstown, Kentucky, United States|Site 1, Saint Louis, Missouri, United States|Site 4, Edison, New Jersey, United States|Site 10, Binghamton, New York, United States|Site 5, Endwell, New York, United States|Site 16, Winston-Salem, North Carolina, United States|Site 11, Warwick, Rhode Island, United States|Site 12, Anderson, South Carolina, United States|Site 9, Austin, Texas, United States|Site 8, Dallas, Texas, United States|Site 7, Salt Lake City, Utah, United States|Site 3, Salt Lake City, Utah, United States|Site 6, Burke, Virginia, United States|Site 25, Espoo, Finland|Site 26, Helsinki, Finland|Site 27, Helsinki, Finland|Site 33, Järvenpää, Finland|Site 35, Kokkola, Finland|Site 34, Kotka, Finland|Site 30, Kuopio, Finland|Site 22, Lahti, Finland|Site 31, Oulu, Finland|Site 23, Pori, Finland|Site 32, Seinäjoki, Finland|Site 21, Tampere, Finland|Site 24, Turku, Finland|Site 28, Vantaa, Finland|Site 29, Vantaa, Finland|Site 49, Bydgoszcz, Poland|Site 53, Gniewkowo, Poland|Site 59, Katowice, Poland|Site 63, Kielce, Poland|Site 62, Końskie, Poland|Site 57, Krakow, Poland|Site 41, Kraków, Poland|Site 43, Kraków, Poland|Site 42, Kraków, Poland|Site 50, Kraków, Poland|Site 44, Lubartów, Poland|Site 45, Lublin, Poland|Site 65, Oleśnica, Poland|Site 47, Olsztyn, Poland|Site 48, Olsztyn, Poland|Site 46, Olsztyn, Poland|Site 58, Radziszów, Poland|Site 61, Ruda Śląska, Poland|Site 60, Rzeszów, Poland|Site 52, Warszawa, Poland|Site 55, Wilkowice, Poland|Site 64, Wrocław, Poland|Site 54, Wąbrzeźno, Poland|Site 51, Łodź, Poland","https://ClinicalTrials.gov/show/NCT00630331"
113,"Comparison of Delivery Routes of Flu Vaccine in Adults","Completed","No Results Available","Influenza","Biological: Trivalent inactivated influenza vaccine","Stanford University School of Medicine, Stanford, California, United States|UCLA Center For Vaccine Research, Torrance, California, United States|University of Iowa - Vaccine Research & Education Unit, Iowa City, Iowa, United States|University of Maryland Baltimore, Baltimore, Maryland, United States|Saint Louis University, St. Louis, Missouri, United States|University of Rochester Medical Center - Strong Memorial Hospital - Infectious Diseases, Rochester, New York, United States|Duke Health Center, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Vanderbilt University, Nashville, Tennessee, United States|Baylor College of Medicine, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT00170547"
114,"A Clinical Trial of CSL's 2009 H1N1 Influenza Vaccine (CSL425) in Healthy Adults in the USA","Completed","Has Results","Influenza","Biological: CSL425|Biological: Placebo","Study Site, Huntsville, Alabama, United States|Study Site, San Diego, California, United States|Study Site, Melbourne, Florida, United States|Study Site, Peoria, Illinois, United States|Study Site, South Bend, Indiana, United States|Study Site, Metairie, Louisiana, United States|Study Site, Baltimore, Maryland, United States|Study Site, Rockville, Maryland, United States|Study Site, Austin, Texas, United States|Study Site, Fort Worth, Texas, United States|Study Site, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT00958126"
115,"A Clinical Trial of CSL's 2009 H1N1 Influenza Vaccine (CSL425) in a Healthy Pediatric Population in the USA","Completed","Has Results","Influenza","Biological: CSL's 2009 H1N1 Influenza Vaccine (CSL425)|Biological: Placebo","Chandler, Arizona, United States|Melbourne, Florida, United States|Bardstown, Kentucky, United States|Metairie, Louisiana, United States|Omaha, Nebraska, United States|Austintown, Ohio, United States|Cincinnati, Ohio, United States|Latrobe, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Austin, Texas, United States|Fort Worth, Texas, United States|Houston, Texas, United States|Murray, Utah, United States","https://ClinicalTrials.gov/show/NCT00958243"
116,"Immunogenicity Study of an Inactivated Influenza Vaccine (Split Virus, Vero Cell Derived) to Prevent Culture Confirmed Influenza Infection","Completed","No Results Available","Influenza","Biological: Vero cell-derived, trivalent, seasonal influenza vaccine|Biological: Placebo: Phosphate-buffered saline","Quality of Life Medical & Research Center, LLC, Tucson, Arizona, United States|Benchmark Research, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research San Francisco, San Francisco, California, United States|Radiant Research, Inc, Denver, Colorado, United States|Clinical Research of South Florida, Coral Gables, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Pharmax Research Clinic, Miami, Florida, United States|University Clinical Research, Inc, Pembroke Pines, Florida, United States|Miami Research Associates, South Miami, Florida, United States|Clinical Research Atlanta, Stockbridge, Georgia, United States|Radiant Research, Inc - Chicago, Chicago, Illinois, United States|Johnson County Clin-Trials, Lenexa, Kansas, United States|Vince and Associates Clinical Research, Overland Park, Kansas, United States|Central Kentucky Research Associates, Inc., Lexington, Kentucky, United States|Benchmark Research, Metairie, Louisiana, United States|Center for Pharmaceutical Research, Kansas City, Missouri, United States|Radiant Research, Inc., St. Louis, Missouri, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Regional Clinical Research, Inc., Endwell, New York, United States|Rochester Clinical Research, Inc., Rochester, New York, United States|Triangle Medical Research Associates, Raleigh, North Carolina, United States|Wake Research Associates, LLC, Raleigh, North Carolina, United States|Radiant Research - Cincinnati, Cincinnati, Ohio, United States|Omega Medical Research, Warwick, Rhode Island, United States|Spartanburg Medical Research, Spartanburg, South Carolina, United States|Health Concepts, Rapid City, South Dakota, United States|Clinical Research Associates, Inc. - Nashville, Nashville, Tennessee, United States|Benchmark Research Austin, Austin, Texas, United States|Benchmark Research Ft. Worth, Ft. Worth, Texas, United States|Benchmark Research San Angeolo, San Angelo, Texas, United States|Jean Brown Research / Westside Medical, Salt Lake City, Utah, United States|Advanced Clinical Research, West Jordan, Utah, United States|PI-COOR Clinical Research, Burke, Virginia, United States|Clinical Research Associates of Tidewater, Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00800605"
117,"Immunogenicity and Safety Study of an Inactivated Influenza Vaccine (Split Virus, Vero Cell Derived) in Adults Aged 50 Years and Older","Completed","No Results Available","Influenza","Biological: Vero cell derived, trivalent, seasonal influenza vaccine|Biological: Licensed egg-derived, trivalent seasonal influenza vaccine","Coastal Clinical Research, Inc., Mobile, Alabama, United States|Quality of Life Medical & Research Center, LLC, Tucson, Arizona, United States|Benchmark Research, San Francisco, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research San Francisco, San Francisco, California, United States|Clinical Research of South Florida, Coral Cables, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|University Clinical Research, Inc., Pembrook Pines, Florida, United States|Clinical Research Atlanta, Stockbridge, Georgia, United States|Johnson County Clin-Trials, Lenexa, Kansas, United States|Vince and Associates Clinical Research, Overland Park, Kansas, United States|Heartland Research Associates, LLC, Wichita, Kansas, United States|Heartland Research Associates LLC, Wichita, Kansas, United States|Central Kentucky Research Associates, Inc., Lexington, Kentucky, United States|Center for Pharmaceutical Research, Kansas City, Missouri, United States|Radiant Research, Inc., St. Louis, Missouri, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Regional Clinical Research, Inc., Endwell, New York, United States|Rochester Clinical Research Inc., Rochester, New York, United States|Wake Research Associates, LLC, Raleigh, North Carolina, United States|Omega Medical Research, Warwick, Rhode Island, United States|Palmetto Medical Research, Mt. Pleasant, South Carolina, United States|Clinical Research Associates, Inc. - Nashville, Nashville, Tennessee, United States|Benchmark Research Austin, Austin, Texas, United States|Benchmark Research Ft. Worth, Fort Worth, Texas, United States|Research Across America, Plano, Texas, United States|Benchmark Research San Angelo, San Angelo, Texas, United States|Pi-Coor Clinical Research, Fairfax, Virginia, United States|Clinical Research Associates of Tidewater, Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00782431"
118,"A Study to Determine the Immunogenicity and Safety Profile of CSL Limited's Influenza Virus Vaccine Compared to a US Licensed Comparator Influenza Virus Vaccine in a Pediatric Population","Completed","Has Results","Influenza","Biological: CSL's Influenza Virus Vaccine (Afluria)|Biological: Influenza Virus Vaccine (Fluzone)","Chandler, Arizona, United States|Harrisburg, Arkansas, United States|Jonesboro, Arkansas, United States|Little Rock, Arkansas, United States|Mountain Home, Arkansas, United States|Melbourne, Florida, United States|Bardstown, Kentucky, United States|Omaha, Nebraska, United States|Binghamton, New York, United States|Elmira, New York, United States|Cincinnati Children's Hospital Medical Center- Division of Infectious Disease, Cincinnati, Ohio, United States|Warr Acres, Oklahoma, United States|UPMC / Community Medicine Inc, Greenville, Pennsylvania, United States|Pediatric Associates of Latrobe, Latrobe, Pennsylvania, United States|Pediatric Alliance Greentree Division, Pittsburgh, Pennsylvania, United States|South Hills Pediatrics, Pittsburgh, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States|Salt Lake City, Utah, United States|South Jordan, Utah, United States|Burke, Virginia, United States|Vienna, Virginia, United States","https://ClinicalTrials.gov/show/NCT00959049"
119,"Efficacy Study of an Investigational Influenza Vaccine (Vero Cell Derived) to Prevent Culture Confirmed Influenza Infection (CCII)","Completed","No Results Available","Influenza","Biological: Inactivated seasonal influenza vaccine (split virus, Vero cell-derived)|Biological: Phosphate buffered saline","Radiant Research Tucson, Tuscon, Arizona, United States|Advanced Clinical Research Institute, Anaheim, California, United States|Orange County Clinical Research, Inc., Cypress, California, United States|Benchmark Research, Sacramento, California, United States|California Research Foundation, San Diego, California, United States|Benchmark Research San Francisco, San Francisco, California, United States|Tampa Bay Medical Research, Clearwater, Florida, United States|Jacksonville Center for Clinical Research, Jacksonville, Florida, United States|Miami Research Associates, Miami, Florida, United States|University Clinical Research, Inc., Pembroke, Florida, United States|Radiant Research Inc. - Chicago, Chicago, Illinois, United States|PRA International Clinical Pharmacology Center, Lenexa, Kansas, United States|Vince and Associates Clinical Research, Overland Park, Kansas, United States|Central Kentucky Research Associates, Inc., Lexington, Kentucky, United States|Benchmark Research, Metairie, Louisiana, United States|Columbia Medical Practice, Columbia, Maryland, United States|Center for Pharmaceutical Research, Kansas City, Missouri, United States|Sundance Clinical Research, St. Louis, Missouri, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Clinical Research Center of Nevada, Las Vegas, Nevada, United States|Rochester Clinical Research, Rochester, New York, United States|Metrolina Medical Research, Charlotte, North Carolina, United States|Wake Research Associates, LLC, Raleigh, North Carolina, United States|Piedmont Medical Research Associates, Winston-Salem, North Carolina, United States|Coastal Carolina Research Center, Goose Creek, South Carolina, United States|Spartanburg Medical Research, Spartanburg, South Carolina, United States|Clinical Research Associates, Inc. - Nashville, Nashville, Tennessee, United States|Benchmark Research Austin, Austin, Texas, United States|Research Across America - CNS Research Group, Dallas, Texas, United States|Benchmark Research Ft. Worth, Ft. Worth, Texas, United States|Research Across America - CNS Research Group, Plano, Texas, United States|Benchmark Research San Angelo, San Angelo, Texas, United States|Radiant Research - San Antonio Northeast, San Antonio, Texas, United States|Jean Brown Associates, Inc., Salt Lake City, Utah, United States|Clinical Research Associates of Tidewater, Norfolk, Virginia, United States","https://ClinicalTrials.gov/show/NCT00566345"
120,"A Study to Determine the Immunogenicity and Safety Profile of CSL Limited's Influenza Virus Vaccine Compared to a US Licensed Comparator Influenza Virus Vaccine","Completed","Has Results","Influenza","Biological: CSL Limited Influenza Virus Vaccine (Afluria®)|Biological: US Licensed Influenza Virus Vaccine (Fluzone®)","North Central Arkansas Medical Association, Mountain Home, Arkansas, United States|Covance CRU, Inc, Boise, Idaho, United States|The University of Iowa, Iowa City, Iowa, United States|Kentucky Pediatric/ Adult Research, Bardstown, Kentucky, United States|Saint Louis University Medical Center, Saint Louis, Missouri, United States|University of Rochester School of Medicine and Dentistry, Rochester, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, United States|Covance CRU, Inc., Portland, Oregon, United States|Primary Physicians Research, Inc., Pittsburgh, Pennsylvania, United States|Clinical Partners, LLC, Johnston, Rhode Island, United States|Vanderbilt Medical Center, Nashville, Tennessee, United States|Covance CRU Inc., Austin, Texas, United States","https://ClinicalTrials.gov/show/NCT00735475"
121,"A Study of Oseltamivir (Tamiflu) for the Seasonal Prophylaxis of Influenza in Immunocompromised Participants","Completed","Has Results","Influenza","Drug: Oseltamivir|Drug: Placebo","Birmingham, Alabama, United States|Little Rock, Arkansas, United States|Stanford, California, United States|Denver, Colorado, United States|Hartford, Connecticut, United States|Newark, Delaware, United States|St Petersburg, Florida, United States|Atlanta, Georgia, United States|Augusta, Georgia, United States|Chicago, Illinois, United States|Chicago, Illinois, United States|New Orleans, Louisiana, United States|Detroit, Michigan, United States|Detroit, Michigan, United States|Brooklyn Center, Minnesota, United States|Missoula, Montana, United States|Camden, New Jersey, United States|Hackensack, New Jersey, United States|Livingston, New Jersey, United States|Newark, New Jersey, United States|Buffalo, New York, United States|New York, New York, United States|New York, New York, United States|Chapel Hill, North Carolina, United States|Charlotte, North Carolina, United States|Durham, North Carolina, United States|Cincinnati, Ohio, United States|Cleveland, Ohio, United States|Oklahoma City, Oklahoma, United States|Hershey, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Pittsburgh, Pennsylvania, United States|Dallas, Texas, United States|Houston, Texas, United States|Aalst, Belgium|Bruxelles, Belgium|Bruxelles, Belgium|Edegem, Belgium|Leuven, Belgium|Edmonton, Alberta, Canada|Coquitlam, British Columbia, Canada|Winnipeg, Manitoba, Canada|London, Ontario, Canada|Saskatoon, Saskatchewan, Canada|Brno, Czech Republic|Tallinn, Estonia|Tartu, Estonia|Paris, France|Paris, France|Paris, France|Toulouse, France|Tours, France|Aachen, Germany|Berlin, Germany|Hamburg, Germany|Heidelberg, Germany|München, Germany|München, Germany|Budapest, Hungary|Pecs, Hungary|Szeged, Hungary|Jerusalem, Israel|Petach Tikva, Israel|Ramat Gan, Israel|Padova, Italy|Pavia, Italy|Roma, Italy|Kaunas, Lithuania|Vilnius, Lithuania|Bialystok, Poland|Lodz, Poland|Szczecin, Poland|Warszawa, Poland|Warszawa, Poland|Madrid, Spain|Madrid, Spain|Birmingham, United Kingdom|Edinburgh, United Kingdom","https://ClinicalTrials.gov/show/NCT00412737"
122,"Immunogenicity & Safety of GSK's Avian Flu Vaccine 1557484A Given to Adults Aged 18-64 Years","Completed","Has Results","Influenza","Biological: GSK A/turkey H5N1 Influenza vaccine","GSK Investigational Site, Huntsville, Alabama, United States|GSK Investigational Site, Anaheim, California, United States|GSK Investigational Site, Miami, Florida, United States|GSK Investigational Site, Stockbridge, Georgia, United States|GSK Investigational Site, Lenexa, Kansas, United States|GSK Investigational Site, Missoula, Montana, United States|GSK Investigational Site, Las Vegas, Nevada, United States|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Truro, Nova Scotia, Canada|GSK Investigational Site, Sherbrooke, Quebec, Canada","https://ClinicalTrials.gov/show/NCT00771615"
123,"Immunogenicity and Safety of GSK Biologicals' Influenza Vaccine Versus a Licensed Comparator in Children","Completed","Has Results","Influenza","Biological: Fluarix|Biological: Fluzone","GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Birmingham, Alabama, United States|GSK Investigational Site, Dothan, Alabama, United States|GSK Investigational Site, Benton, Arkansas, United States|GSK Investigational Site, Conway, Arkansas, United States|GSK Investigational Site, Fayetteville, Arkansas, United States|GSK Investigational Site, Jonesboro, Arkansas, United States|GSK Investigational Site, Little Rock, Arkansas, United States|GSK Investigational Site, Huntington Beach, California, United States|GSK Investigational Site, Long Beach, California, United States|GSK Investigational Site, Paramount, California, United States|GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, San Francisco, California, United States|GSK Investigational Site, West Covina, California, United States|GSK Investigational Site, Longmont, Colorado, United States|GSK Investigational Site, Norwich, Connecticut, United States|GSK Investigational Site, Nampa, Idaho, United States|GSK Investigational Site, DeKalb, Illinois, United States|GSK Investigational Site, New Albany, Indiana, United States|GSK Investigational Site, Arkansas City, Kansas, United States|GSK Investigational Site, Newton, Kansas, United States|GSK Investigational Site, Wichita, Kansas, United States|GSK Investigational Site, Bardstown, Kentucky, United States|GSK Investigational Site, Louisville, Kentucky, United States|GSK Investigational Site, Bossier City, Louisiana, United States|GSK Investigational Site, Metairie, Louisiana, United States|GSK Investigational Site, Stevensville, Michigan, United States|GSK Investigational Site, Saint Paul, Minnesota, United States|GSK Investigational Site, Saint Louis, Missouri, United States|GSK Investigational Site, Omaha, Nebraska, United States|GSK Investigational Site, Henderson, Nevada, United States|GSK Investigational Site, Cortland, New York, United States|GSK Investigational Site, Boone, North Carolina, United States|GSK Investigational Site, Cary, North Carolina, United States|GSK Investigational Site, Raleigh, North Carolina, United States|GSK Investigational Site, Fargo, North Dakota, United States|GSK Investigational Site, Austintown, Ohio, United States|GSK Investigational Site, Cincinnati, Ohio, United States|GSK Investigational Site, Cleveland, Ohio, United States|GSK Investigational Site, Dayton, Ohio, United States|GSK Investigational Site, Gresham, Oregon, United States|GSK Investigational Site, Erie, Pennsylvania, United States|GSK Investigational Site, Greenville, Pennsylvania, United States|GSK Investigational Site, Latrobe, Pennsylvania, United States|GSK Investigational Site, Pittsburgh, Pennsylvania, United States|GSK Investigational Site, Uniontown, Pennsylvania, United States|GSK Investigational Site, Wexford, Pennsylvania, United States|GSK Investigational Site, Charleston, South Carolina, United States|GSK Investigational Site, Clarksville, Tennessee, United States|GSK Investigational Site, Jackson, Tennessee, United States|GSK Investigational Site, Kingsport, Tennessee, United States|GSK Investigational Site, Austin, Texas, United States|GSK Investigational Site, Fort Worth, Texas, United States|GSK Investigational Site, Houston, Texas, United States|GSK Investigational Site, San Angelo, Texas, United States|GSK Investigational Site, Bountiful, Utah, United States|GSK Investigational Site, Layton, Utah, United States|GSK Investigational Site, Murray, Utah, United States|GSK Investigational Site, Provo, Utah, United States|GSK Investigational Site, Roy, Utah, United States|GSK Investigational Site, South Jordan, Utah, United States|GSK Investigational Site, Burke, Virginia, United States|GSK Investigational Site, Pokfulam, Hong Kong|GSK Investigational Site, Shatin, Hong Kong|GSK Investigational Site, Mexico city, Mexico|GSK Investigational Site, Mexico, Mexico|GSK Investigational Site, Taipei, Taiwan|GSK Investigational Site, Taipei, Taiwan|GSK Investigational Site, Bangkok, Thailand","https://ClinicalTrials.gov/show/NCT00764790"
124,"A Phase 2 Study to Evaluate Immune Responses of FluMist®","Completed","Has Results","Influenza Vaccine","Biological: TIV, Trivalent Inactivated Influenza Virus Vaccine|Biological: FluMist, Influenza Virus Vaccine Live","Harvey Pediatrics, Jonesboro, Arkansas, United States|Arkansas Pediatric Clinic, Little Rock, Arkansas, United States|NuLife Clinical Research, Anaheim, California, United States|Palm Beach Research Center, West Palm Beach, Florida, United States|Central Kentucky Research Associates, Lexington, Kentucky, United States|Peak Medical Research, LLC, Owensboro, Kentucky, United States|Benchmark Research, Metairie, Louisiana, United States|Meridian Clinical Research, LLC, Omaha, Nebraska, United States|Henderson Pediatrics, Henderson, Nevada, United States|Regional Clinical Research, Inc., Endwell, New York, United States|Dayton Clinical Research, Dayton, Ohio, United States|Northeast Cincinnati Pediatric Asso., Inc., Mason, Ohio, United States|Celia Reyes-Acuna, M.D., Corpus Christi, Texas, United States|Allergy Immunology Research Center of North Texas, Dallas, Texas, United States|Healthcare Discoveries, Inc., San Antonio, Texas, United States|Wee Care Pediatrics, Layton, Utah, United States|Bear Care Pediatrics, Ogden, Utah, United States|Advanced Pediatrics, Vienna, Virginia, United States|Pediatrics at the Beach, Virginia Beach, Virginia, United States","https://ClinicalTrials.gov/show/NCT00461981"
